unified_id,kg_id,hgnc_id,symbol,entrez_id,ensembl_gene_id,uniprot_ids,refseq_accession,symbol_in_kg,biogrid_id
270,66382,HGNC:10424,RPS4X,6191,ENSG00000198034,P62701,NM_001007,RPS4X,112105
271,66387,HGNC:12993,ZNF200,7752,ENSG00000010539,P98182,NM_001145446,ZNF200,113536
272,66388,HGNC:13552,ATP11A,23250,ENSG00000068650,P98196,NM_015205,ATP11A,116854
273,857,HGNC:19183,HCN3,57657,ENSG00000143630,Q9P1Z3,NM_020897,HCN3,121691
274,66394,HGNC:4027,FXYD3,5349,ENSG00000089356,Q14802,NM_021910,FXYD3,111364
275,865,HGNC:2232,COPB2,9276,ENSG00000184432,P35606,NM_004766,COPB2,114693
276,66407,HGNC:13538,MARK4,57787,ENSG00000007047,Q96L34,NM_031417,MARK4,121760
277,66412,HGNC:13058,ZRANB2,9406,ENSG00000132485,O95218,NM_203350,ZRANB2,114802
278,33656,HGNC:23052,ARL5B,221079,ENSG00000165997,Q96KC2,NM_178815,ARL5B,128683
279,33658,HGNC:2045,CLDN3,1365,ENSG00000165215,O15551,NM_001306,CLDN3,107757
280,33661,HGNC:30098,CPSF7,79869,ENSG00000149532,Q8N684,NM_024811,CPSF7,122957
281,896,HGNC:18402,UBXN1,51035,ENSG00000162191,Q04323,NM_015853,UBXN1,119239
282,66436,HGNC:30497,KIF7,374654,ENSG00000166813,Q2M1P5,NM_198525,KIF7,131912
283,33669,HGNC:7704,NDUFB9,4715,ENSG00000147684,Q9Y6M9,NM_005005,NDUFB9,110795
284,904,HGNC:11329,SST,6750,ENSG00000157005,P61278,NM_001048,SST,112628
285,66441,HGNC:2095,CLU,1191,ENSG00000120885,P10909,NM_001831,CLU,107603
286,909,HGNC:26487,VWCE,220001,ENSG00000167992,Q96DN2,NM_152718,VWCE,128616
287,921,HGNC:26789,LACC1,144811,ENSG00000179630,Q8IV20,NM_153218,LACC1,126879
288,33689,HGNC:11930,TNFSF14,8740,ENSG00000125735,O43557,NM_001376887,TNFSF14,114277
289,66467,HGNC:19684,WEE2,494551,ENSG00000214102,P0C1S8,NM_001105558,WEE2,138978
290,66473,HGNC:10565,SCAMP3,10067,ENSG00000116521,O14828,NM_005698,SCAMP3,115378
291,940,HGNC:17660,DCLRE1A,9937,ENSG00000198924,Q6PJP8,NM_014881,DCLRE1A,115263
292,946,HGNC:40051,C5orf63,401207,ENSG00000164241,,NM_001164478,C5orf63,134974
293,33725,HGNC:2469,CSRP1,1465,ENSG00000159176,P21291,NM_004078,CSRP1,107847
294,66498,HGNC:3128,GPR183,1880,ENSG00000169508,P32249,NM_004951,GPR183,108212
295,33731,HGNC:16062,CRTC1,23373,ENSG00000105662,Q6UUV9,NM_025021,CRTC1,116952
296,33734,HGNC:16810,RGS8,85397,ENSG00000135824,P57771,NM_033345,RGS8,124512
297,66503,HGNC:29012,KDM6B,23135,ENSG00000132510,O15054,NM_001080424,KDM6B,116752
298,970,HGNC:19222,WSB2,55884,ENSG00000176871,Q9NYS7,NM_018639,WSB2,120976
299,33739,HGNC:15465,GPHN,10243,ENSG00000171723,Q9NQX3,NM_020806,GPHN,115537
300,66509,HGNC:8896,PGK1,5230,ENSG00000102144,P00558,NM_000291,PGK1,111251
301,975,HGNC:12863,ZFP37,7539,ENSG00000136866,Q9Y6Q3,NM_003408,ZFP37,113371
302,977,HGNC:29536,MAPKBP1,23005,ENSG00000137802,O60336,NM_014994,MAPKBP1,116650
303,33746,HGNC:25730,TTC23,64927,ENSG00000103852,Q5W5X9,NM_022905,TTC23,122349
304,980,HGNC:32427,LRRC37A3,374819,ENSG00000176809,O60309,NM_199340,LRRC37A3,131922
305,66516,HGNC:19066,ZBTB12,221527,ENSG00000204366,Q9Y330,NM_181842,ZBTB12,128737
306,66519,HGNC:29293,ARHGAP23,57636,ENSG00000275832,Q9P227,NM_001199417,ARHGAP23,121677
307,989,HGNC:33104,ZIK1,284307,ENSG00000171649,Q3SY52,NM_001010879,ZIK1,129823
308,993,HGNC:17854,UPF2,26019,ENSG00000151461,Q9HAU5,NM_015542,UPF2,117490
309,994,HGNC:7128,MLH3,27030,ENSG00000119684,Q9UHC1,NM_014381,MLH3,117961
310,33764,HGNC:17925,TFCP2L1,29842,ENSG00000115112,Q9NZI6,NM_014553,TFCP2L1,118929
311,33768,HGNC:6236,KCNC4,3749,ENSG00000116396,Q03721,NM_001039574,KCNC4,109951
312,1001,HGNC:17348,PRPF3,9129,ENSG00000117360,O43395,NM_004698,PRPF3,114577
313,1007,HGNC:3424,ERAL1,26284,ENSG00000132591,O75616,NM_001317985,ERAL1,117666
314,33777,HGNC:29529,TBL1XR1,79718,ENSG00000177565,Q9BZK7,NM_024665,TBL1XR1,122834
315,33779,HGNC:11760,TFPI,7035,ENSG00000003436,P10646,NM_006287,TFPI,112893
316,1012,HGNC:18126,ZNRF3,84133,ENSG00000183579,Q9ULT6,NM_001206998,ZNRF3,123905
317,1014,HGNC:14889,DNAJB11,51726,ENSG00000090520,Q9UBS4,NM_001378451,DNAJB11,119699
318,66550,HGNC:25726,LAS1L,81887,ENSG00000001497,Q9Y4W2,NM_031206,LAS1L,123620
319,66552,HGNC:1711,ADGRE5,976,ENSG00000123146,P48960,NM_078481,ADGRE5,107414
320,66557,HGNC:11306,SRPK2,6733,ENSG00000135250,P78362,NM_182691,SRPK2,112611
321,1022,HGNC:5341,IBSP,3381,ENSG00000029559,P21815,NM_004967,IBSP,109608
322,33790,HGNC:24727,E2F8,79733,ENSG00000129173,A0AVK6,NM_024680,E2F8,122847
323,1024,HGNC:26538,VWA5B1,127731,ENSG00000158816,Q5TIE3,NM_001039500,VWA5B1,126081
324,33794,HGNC:16804,WWP2,11060,ENSG00000198373,O00308,NM_007014,WWP2,116244
325,66563,HGNC:7163,MMP17,4326,ENSG00000198598,Q9ULZ9,NM_016155,MMP17,110469
326,1032,HGNC:11107,SMARCD2,6603,ENSG00000108604,Q92925,NM_001098426,SMARCD2,112487
327,66569,HGNC:9833,MOK,5891,ENSG00000080823,Q9UQ07,NM_001272011,MOK,111828
328,66574,HGNC:10818,SGSH,6448,ENSG00000181523,P51688,NM_000199,SGSH,112346
329,33808,HGNC:6586,LHFPL6,10186,ENSG00000183722,Q9Y693,NM_005780,LHFPL6,115483
330,66576,HGNC:30660,SAE1,10055,ENSG00000142230,Q9UBE0,NM_005500,SAE1,115366
331,66581,HGNC:4772,H3C8,8355,ENSG00000273983,,NM_003534,H3C8,113951
332,66589,HGNC:23410,TMBIM1,64114,ENSG00000135926,Q969X1,NM_022152,TMBIM1,122070
333,66590,HGNC:12754,WDR1,9948,ENSG00000071127,O75083,NM_005112,WDR1,115273
334,1057,HGNC:20261,NUP58,9818,ENSG00000139496,Q9BVL2,NM_001008564,NUP58,115157
335,33827,HGNC:4554,GPX2,2877,ENSG00000176153,P18283,NM_002083,GPX2,109135
336,33831,HGNC:1816,CEACAM4,1089,ENSG00000105352,O75871,NM_001817,CEACAM4,107515
337,33838,HGNC:7151,GSDMC,56169,ENSG00000147697,Q9BYG8,NM_031415,GSDMC,121101
338,33839,HGNC:3377,EPB41,2035,ENSG00000159023,P11171,NM_203342,EPB41,108349
339,33843,HGNC:29435,WWC1,23286,ENSG00000113645,Q8IX03,NM_015238,WWC1,116884
340,1078,HGNC:93,ACAT1,38,ENSG00000075239,P24752,NM_000019,ACAT1,106556
341,66617,HGNC:13408,PDCD11,22984,ENSG00000148843,Q14690,NM_014976,PDCD11,116633
342,66619,HGNC:35410,TSTD1,100131187,ENSG00000215845,Q8NFU3,NM_001113207,TSTD1,756073
343,1084,HGNC:2664,DAD1,1603,ENSG00000129562,P61803,NM_001344,DAD1,107973
344,66622,HGNC:14679,SLC38A4,55089,ENSG00000139209,Q969I6,NM_001143824,SLC38A4,120402
345,33854,HGNC:5381,IDE,3416,ENSG00000119912,P14735,NM_004969,IDE,109642
346,33860,HGNC:20063,USP37,57695,ENSG00000135913,Q86T82,NM_020935,USP37,121720
347,33863,HGNC:17893,PGAP2,27315,ENSG00000148985,Q9UHJ9,NM_001145438,PGAP2,118133
348,1096,HGNC:21906,CHCHD3,54927,ENSG00000106554,Q9NX63,NM_017812,CHCHD3,120267
349,33868,HGNC:2370,MED14,9282,ENSG00000180182,O60244,NM_004229,MED14,114699
350,1104,HGNC:2854,DGKH,160851,ENSG00000102780,Q86XP1,NM_178009,DGKH,127768
351,1105,HGNC:21288,C6orf132,647024,ENSG00000188112,,NM_001164446,C6orf132,571814
352,66644,HGNC:28861,CARD18,59082,ENSG00000255501,P57730,NM_021571,CARD18,121859
353,66646,HGNC:17307,BTAF1,9044,ENSG00000095564,O14981,NM_003972,BTAF1,114506
354,1112,HGNC:11813,TIMELESS,8914,ENSG00000111602,Q9UNS1,NM_003920,TIMELESS,114428
355,33887,HGNC:30300,SKIC8,80349,ENSG00000140395,,NM_025234,WDR61,123255
356,1121,HGNC:23781,POLDIP2,26073,ENSG00000004142,Q9Y2S7,NM_015584,POLDIP2,117531
357,33890,HGNC:6081,INS,3630,ENSG00000254647,P01308,NM_000207,INS,109842
358,1130,HGNC:23687,GPR157,80045,ENSG00000180758,Q5UAW9,NM_024980,GPR157,123089
359,66668,HGNC:5299,HTR4,3360,ENSG00000164270,Q13639,NM_000870,HTR4,109592
360,1135,HGNC:18412,ZDHHC17,23390,ENSG00000186908,Q8IUH5,NM_015336,ZDHHC17,116965
361,33904,HGNC:29249,FBXO42,54455,ENSG00000037637,Q6P3S6,NM_018994,FBXO42,119962
362,33905,HGNC:7218,MPO,4353,ENSG00000005381,P05164,NM_000250,MPO,110493
363,1139,HGNC:1352,C8A,731,ENSG00000157131,P07357,NM_000562,C8A,107192
364,66677,HGNC:10471,RUNX1,861,ENSG00000159216,Q01196,NM_001001890,RUNX1,107309
365,1146,HGNC:23352,PIBF1,10464,ENSG00000083535,Q8WXW3,NM_006346,PIBF1,115727
366,66684,HGNC:11177,SOAT1,6646,ENSG00000057252,P35610,NM_003101,SOAT1,112529
367,33918,HGNC:2895,EDAR,10913,ENSG00000135960,Q9UNE0,NM_022336,EDAR,116118
368,33922,HGNC:7804,NFYA,4800,ENSG00000001167,P23511,NM_002505,NFYA,110866
369,33925,HGNC:25318,FAHD2B,151313,ENSG00000144199,Q6P2I3,NM_199336,FAHD2B,127368
370,1158,HGNC:3318,ELF3,1999,ENSG00000163435,P78545,NM_004433,ELF3,108314
371,33931,HGNC:20657,TSPAN1,10103,ENSG00000117472,O60635,NM_005727,TSPAN1,115410
372,33939,HGNC:1548,CBR1,873,ENSG00000159228,P16152,NM_001286789,CBR1,107319
373,66708,HGNC:14052,MRPL19,9801,ENSG00000115364,P49406,NM_014763,MRPL19,115142
374,33945,HGNC:28046,ZMAT5,55954,ENSG00000100319,Q9UDW3,NM_019103,ZMAT5,121007
375,66715,HGNC:14943,PPP1R3E,90673,ENSG00000235194,Q9H7J1,NM_001276318,PPP1R3E,124753
376,33950,HGNC:19035,MAST2,23139,ENSG00000086015,Q6P0Q8,NM_015112,MAST2,116756
377,33954,HGNC:20328,DCUN1D2,55208,ENSG00000150401,Q6PH85,NM_018185,DCUN1D2,120504
378,33955,HGNC:8816,PDPK1,5170,ENSG00000140992,O15530,NM_001261816,PDPK1,111196
379,66724,HGNC:6715,LTBP2,4053,ENSG00000119681,Q14767,NM_000428,LTBP2,110231
380,1191,HGNC:29600,MED19,219541,ENSG00000156603,A0JLT2,NM_153450,MED19,128553
381,1196,HGNC:26031,PIGV,55650,ENSG00000060642,Q9NUD9,NM_017837,PIGV,120782
382,33965,HGNC:19965,TXNDC16,57544,ENSG00000087301,Q9P2K2,NM_020784,TXNDC16,121602
383,66733,HGNC:12637,KDM6A,7403,ENSG00000147050,O15550,NM_021140,KDM6A,113246
384,66737,HGNC:13620,FBH1,84893,ENSG00000134452,Q8NFZ0,NM_032807,FBH1,124333
385,66738,HGNC:23700,TTC12,54970,ENSG00000149292,Q9H892,NM_017868,TTC12,120307
386,66739,HGNC:7908,NPHS1,4868,ENSG00000161270,O60500,NM_004646,NPHS1,110928
387,1204,HGNC:12403,TTN,7273,ENSG00000155657,Q8WZ42,NM_133378,TTN,113124
388,33976,HGNC:9876,RASGRF2,5924,ENSG00000113319,O14827,NM_006909,RASGRF2,111859
389,1210,HGNC:15984,APTX,54840,ENSG00000137074,Q7Z2E3,NM_001368995,APTX,120191
390,1212,HGNC:7732,NEDD8,4738,ENSG00000129559,Q15843,NM_006156,NEDD8,110815
391,33988,HGNC:17933,KAT8,84148,ENSG00000103510,Q9H7Z6,NM_032188,KAT8,123914
392,66757,HGNC:7451,MTMR3,8897,ENSG00000100330,Q13615,NM_021090,MTMR3,114414
393,1223,HGNC:8853,PEX11B,8799,ENSG00000131779,O96011,NM_003846,PEX11B,114327
394,33993,HGNC:29814,MUS81,80198,ENSG00000172732,Q96NY9,NM_025128,MUS81,123170
395,66764,HGNC:29125,DNM3,26052,ENSG00000197959,Q9UQ16,NM_015569,DNM3,117515
396,66770,HGNC:25091,ZC3H18,124245,ENSG00000158545,Q86VM9,NM_144604,ZC3H18,125858
397,1249,HGNC:952,BARD1,580,ENSG00000138376,Q99728,NM_000465,BARD1,107056
398,34018,HGNC:18507,FCRL4,83417,ENSG00000163518,Q96PJ5,NM_031282,FCRL4,123641
399,1253,HGNC:29652,WDR77,79084,ENSG00000116455,Q9BQA1,NM_024102,WDR77,122532
400,66790,HGNC:10898,SKIC2,6499,ENSG00000204351,,NM_006929,SKIV2L,112390
401,1255,HGNC:10623,CCL24,6369,ENSG00000106178,O00175,NM_002991,CCL24,112272
402,34025,HGNC:29609,ACP6,51205,ENSG00000162836,Q9NPH0,NM_016361,ACP6,119378
403,1261,HGNC:2810,GSDME,1687,ENSG00000105928,O60443,NM_004403,GSDME,108049
404,66799,HGNC:9104,PLXNB2,23654,ENSG00000196576,O15031,NM_012401,PLXNB2,117178
405,1275,HGNC:18598,TUBGCP3,10426,ENSG00000126216,Q96CW5,NM_006322,TUBGCP3,115695
406,66813,HGNC:17688,RPP30,10556,ENSG00000148688,P78346,NM_006413,RPP30,115807
407,1281,HGNC:15923,RBM39,9584,ENSG00000131051,Q14498,NM_184237,RBM39,114952
408,34055,HGNC:30873,CENPN,55839,ENSG00000166451,Q96H22,NM_018455,CENPN,120942
409,34060,HGNC:30859,SNRNP200,23020,ENSG00000144028,O75643,NM_014014,SNRNP200,116661
410,34064,HGNC:26065,TESC,54997,ENSG00000088992,Q96BS2,NM_017899,TESC,120330
411,34065,HGNC:8584,SERPINB2,5055,ENSG00000197632,P05120,NM_002575,SERPINB2,111092
412,1298,HGNC:6331,KIR2DL3,3804,ENSG00000243772,P43628,NM_015868,KIR2DL3,110005
413,1303,HGNC:2367,CRP,1401,ENSG00000132693,P02741,NM_000567,CRP,107791
414,66840,HGNC:6532,LDB1,8861,ENSG00000198728,Q86U70,NM_001113407,LDB1,114384
415,1305,HGNC:26108,CLIP4,79745,ENSG00000115295,Q8N3C7,NM_024692,CLIP4,122857
416,34072,HGNC:29201,ISY1,57461,ENSG00000240682,Q9ULR0,NM_020701,ISY1,121531
417,34074,HGNC:18484,DUSP18,150290,ENSG00000167065,Q8NEJ0,NM_001304794,DUSP18,127280
418,1307,HGNC:13436,RPGRIP1,57096,ENSG00000092200,Q96KN7,NM_020366,RPGRIP1,121364
419,1311,HGNC:28300,NT5C3B,115024,ENSG00000141698,Q969T7,NM_052935,NT5C3B,125410
420,1312,HGNC:16245,PARD6B,84612,ENSG00000124171,Q9BYG5,NM_032521,PARD6B,124145
421,66848,HGNC:6526,LCN2,3934,ENSG00000148346,P80188,NM_005564,LCN2,110126
422,1316,HGNC:21578,RNF144B,255488,ENSG00000137393,Q7Z419,NM_182757,RNF144B,129106
423,66860,HGNC:25229,LYRM2,57226,ENSG00000083099,,NM_020466,LYRM2,121461
424,66861,HGNC:12035,TRAF5,7188,ENSG00000082512,O00463,NM_004619,TRAF5,113040
425,1328,HGNC:6867,MAP4K5,11183,ENSG00000012983,Q9Y4K4,NM_006575,MAP4K5,116353
426,66865,HGNC:16785,SWT1,54823,ENSG00000116668,Q5T5J6,NM_017673,SWT1,120178
427,34101,HGNC:26203,BAIAP2L2,80115,ENSG00000128298,Q6UXY1,NM_025045,BAIAP2L2,123120
428,1335,HGNC:7668,NCOA1,8648,ENSG00000084676,Q15788,NM_147223,NCOA1,114200
429,34105,HGNC:5177,AGFG2,3268,ENSG00000106351,O95081,NM_006076,AGFG2,109504
430,1341,HGNC:1308,RHBDD3,25807,ENSG00000100263,Q9Y3P4,NM_012265,RHBDD3,117339
431,34111,HGNC:1539,CBFB,865,ENSG00000067955,Q13951,NM_001755,CBFB,107313
432,66885,HGNC:17109,ADAMTS17,170691,ENSG00000140470,Q8TE56,NM_139057,ADAMTS17,128083
433,34118,HGNC:21156,PCGF6,84108,ENSG00000156374,Q9BYE7,NM_032154,PCGF6,123896
434,1350,HGNC:20987,ANKMY1,51281,ENSG00000144504,Q9P2S6,NM_017844,ANKMY1,119433
435,34125,HGNC:3335,EMP3,2014,ENSG00000142227,P54852,NM_001425,EMP3,108329
436,66902,HGNC:25392,ZNF568,374900,ENSG00000198453,Q3ZCX4,NM_198539,ZNF568,131935
437,1376,HGNC:9157,PNLIPRP2,5408,ENSG00000266200,P54317,NM_005396,PNLIPRP2,111409
438,34146,HGNC:28980,GINS1,9837,ENSG00000101003,Q14691,NM_021067,GINS1,115174
439,34152,HGNC:26307,HEXD,284004,ENSG00000169660,Q8WVB3,NM_173620,HEXD,129726
440,1384,HGNC:9480,PRSS16,10279,ENSG00000112812,Q9NQE7,NM_005865,PRSS16,115568
441,66921,HGNC:13301,GPR62,118442,ENSG00000180929,Q9BZJ7,NM_080865,GPR62,125606
442,66927,HGNC:11023,SLC35A3,23443,ENSG00000117620,Q9Y2D2,NM_012243,SLC35A3,117010
443,1393,HGNC:9185,POLM,27434,ENSG00000122678,Q9NP87,NM_013284,POLM,118168
444,34163,HGNC:6770,SMAD4,4089,ENSG00000141646,Q13485,NM_005359,SMAD4,110264
445,34165,HGNC:23378,KIAA2026,158358,ENSG00000183354,,NM_001017969,KIAA2026,127672
446,66940,HGNC:957,BASP1,10409,ENSG00000176788,P80723,NM_001271606,BASP1,115680
447,34180,HGNC:790,ATF5,22809,ENSG00000169136,Q9Y2D1,NM_001193646,ATF5,116487
448,1414,HGNC:31793,DENND10,404636,ENSG00000119979,Q8TCE6,NM_207009,DENND10,135667
449,34184,HGNC:29551,TBRG1,84897,ENSG00000154144,Q3YBR2,NM_032811,TBRG1,124337
450,66955,HGNC:15523,KCNIP3,30818,ENSG00000115041,Q9Y2W7,NM_013434,KCNIP3,119042
451,34187,HGNC:8014,YBX1,4904,ENSG00000065978,P67809,NM_004559,YBX1,110959
452,1421,HGNC:20190,MIS18BP1,55320,ENSG00000129534,Q6P0N0,NM_018353,MIS18BP1,120601
453,1422,HGNC:40593,TRPC5OS,100329135,ENSG00000204025,,NM_001195576,TRPC5OS,1147683
454,1423,HGNC:26277,TNFAIP8L2,79626,ENSG00000163154,Q6P589,NM_024575,TNFAIP8L2,122756
455,1424,HGNC:11632,TCF21,6943,ENSG00000118526,O43680,NM_198392,TCF21,112803
456,34194,HGNC:27584,METRNL,284207,ENSG00000176845,Q641Q3,NM_001004431,METRNL,129788
457,66963,HGNC:18466,RNASEH1,246243,ENSG00000171865,O60930,NM_001286834,RNASEH1,128882
458,66964,HGNC:3219,EFEMP2,30008,ENSG00000172638,O95967,NM_016938,EFEMP2,119026
459,66967,HGNC:6300,KCNS1,3787,ENSG00000124134,Q96KK3,NM_002251,KCNS1,109988
460,66972,HGNC:24190,CAMK2N1,55450,ENSG00000162545,Q7Z7J9,NM_018584,CAMK2N1,120671
461,34211,HGNC:17842,GGA1,26088,ENSG00000100083,Q9UJY5,NM_013365,GGA1,117540
462,66979,HGNC:11767,TGFB1I1,7041,ENSG00000140682,O43294,NM_001042454,TGFB1I1,112899
463,66984,HGNC:33164,H3-5,440093,ENSG00000188375,Q6NXT2,NM_001013699,H3-5,136289
464,1449,HGNC:12840,YARS1,8565,ENSG00000134684,P54577,NM_003680,YARS1,114134
465,34219,HGNC:29913,ZC3HC1,51530,ENSG00000091732,Q86WB0,NM_016478,ZC3HC1,119592
466,34222,HGNC:5039,HNRNPF,3185,ENSG00000169813,P52597,NM_001098204,HNRNPF,109426
467,66996,HGNC:14370,PRSS23,11098,ENSG00000150687,O95084,NM_007173,PRSS23,116279
468,67000,HGNC:24003,HTR3C,170572,ENSG00000178084,Q8WXA8,NM_130770,HTR3C,128062
469,34232,HGNC:28639,DHRS11,79154,ENSG00000278535,Q6UWP2,NM_024308,DHRS11,122572
470,34236,HGNC:10743,SEMG2,6407,ENSG00000124157,Q02383,NM_003008,SEMG2,112307
471,1471,HGNC:655,ARF4,378,ENSG00000168374,P18085,NM_001660,ARF4,106873
472,1474,HGNC:3222,EFNA2,1943,ENSG00000099617,O43921,NM_001405,EFNA2,108263
473,1476,HGNC:30146,ARGFX,503582,ENSG00000186103,A6NJG6,NM_001012659,ARGFX,139015
474,67015,HGNC:16367,ZNF345,25850,ENSG00000251247,Q14585,NM_001242472,ZNF345,117374
475,1479,HGNC:26633,SLFN11,91607,ENSG00000172716,Q7Z7L1,NM_152270,SLFN11,124851
476,34248,HGNC:6879,MAPK6,5597,ENSG00000069956,Q16659,NM_002748,MAPK6,111583
477,1481,HGNC:13604,FBXL7,23194,ENSG00000183580,Q9UJT9,NM_012304,FBXL7,116803
478,1483,HGNC:8977,PIK3CD,5293,ENSG00000171608,O00329,NM_005026,PIK3CD,111311
479,67020,HGNC:4377,GMPR2,51292,ENSG00000100938,Q9P2T1,NM_016576,GMPR2,119443
480,34253,HGNC:14219,RBM14,10432,ENSG00000239306,Q96PK6,NM_006328,RBM14,115700
481,1480,HGNC:12964,ZNF175,7728,ENSG00000105497,Q9Y473,NM_007147,ZNF175,113517
482,67023,HGNC:16021,N6AMT1,29104,ENSG00000156239,Q9Y5N5,NM_013240,N6AMT1,118872
483,1491,HGNC:2318,CPNE5,57699,ENSG00000124772,Q9HCH3,NM_020939,CPNE5,121724
484,1500,HGNC:30747,COPS2,9318,ENSG00000166200,P61201,NM_004236,COPS2,114729
485,67037,HGNC:10349,RPL38,6169,ENSG00000172809,P63173,NM_000999,RPL38,112088
486,1504,HGNC:17277,ZFR,51663,ENSG00000056097,Q96KR1,NM_016107,ZFR,119667
487,1506,HGNC:29801,MOB1B,92597,ENSG00000173542,Q7L9L4,NM_173468,MOB1B,124960
488,67050,HGNC:9174,POLB,5423,ENSG00000070501,P06746,NM_002690,POLB,111419
489,34284,HGNC:3682,FGF4,2249,ENSG00000075388,P08620,NM_002007,FGF4,108540
490,1518,HGNC:20220,FCF1,51077,ENSG00000119616,Q9Y324,NM_015962,FCF1,119268
491,1519,HGNC:1956,CHRNA2,1135,ENSG00000120903,Q15822,NM_000742,CHRNA2,107557
492,34290,HGNC:6530,LCT,3938,ENSG00000115850,P09848,NM_002299,LCT,110130
493,1526,HGNC:11411,CDKL5,6792,ENSG00000008086,O76039,NM_003159,CDKL5,112668
494,34297,HGNC:2436,CSF2RB,1439,ENSG00000100368,P32927,NM_000395,CSF2RB,107826
495,1536,HGNC:9970,RFC2,5982,ENSG00000049541,P35250,NM_181471,RFC2,111914
496,67090,HGNC:21872,GIMAP4,55303,ENSG00000133574,Q9NUV9,NM_018326,GIMAP4,120589
497,1554,HGNC:11281,SRA1,10011,ENSG00000213523,Q9HD15,NM_001035235,SRA1,115329
498,67095,HGNC:14209,ZNF329,79673,ENSG00000181894,Q86UD4,NM_024620,ZNF329,122798
499,1561,HGNC:28509,BEND2,139105,ENSG00000177324,Q8NDZ0,NM_153346,BEND2,126543
500,67097,HGNC:17273,KIF15,56992,ENSG00000163808,Q9NS87,NM_020242,KIF15,121307
501,34331,HGNC:1781,CDKL1,8814,ENSG00000100490,Q00532,NM_001282236,CDKL1,114341
502,34334,HGNC:17440,COP1,64326,ENSG00000143207,Q8NHY2,NM_022457,COP1,122136
503,67104,HGNC:27849,PAXX,286257,ENSG00000148362,Q9BUH6,NM_183241,PAXX,130343
504,1578,HGNC:381,AKR1B1,231,ENSG00000085662,P15121,NM_001628,AKR1B1,106732
505,67117,HGNC:13248,CALN1,83698,ENSG00000183166,Q9BXU9,NM_031468,CALN1,123732
506,34353,HGNC:4853,HDAC2,3066,ENSG00000196591,Q92769,NM_001527,HDAC2,109316
507,1589,HGNC:19762,ZFPM1,161882,ENSG00000179588,Q8IX07,NM_153813,ZFPM1,127806
508,34357,HGNC:20997,ZMYND15,84225,ENSG00000141497,Q9H091,NM_032265,ZMYND15,123959
509,34360,HGNC:865,ATP6V0A1,535,ENSG00000033627,Q93050,NM_001130020,ATP6V0A1,107018
510,1593,HGNC:25510,TMEM39B,55116,ENSG00000121775,Q9GZU3,NM_018056,TMEM39B,120425
511,1594,HGNC:8618,PAX4,5078,ENSG00000106331,O43316,NM_001366110,PAX4,111112
512,34364,HGNC:20084,DDX54,79039,ENSG00000123064,Q8TDD1,NM_024072,DDX54,122503
513,67133,HGNC:20804,ZNF428,126299,ENSG00000131116,Q96B54,NM_182498,ZNF428,125976
514,34365,HGNC:15992,ZNF341,84905,ENSG00000131061,Q9BYN7,NM_001282933,ZNF341,124344
515,34368,HGNC:10576,CLEC11A,6320,ENSG00000105472,Q9Y240,NM_002975,CLEC11A,112226
516,67137,HGNC:16808,UBR1,197131,ENSG00000159459,Q8IWV7,NM_174916,UBR1,128238
517,1604,HGNC:32594,PREX1,57580,ENSG00000124126,Q8TCU6,NM_020820,PREX1,121633
518,1606,HGNC:12713,VPS41,27072,ENSG00000006715,P49754,NM_014396,VPS41,117982
519,34376,HGNC:9206,PON3,5446,ENSG00000105852,Q15166,NM_000940,PON3,111442
520,1612,HGNC:7453,MTMR6,9107,ENSG00000139505,Q9Y217,NM_004685,MTMR6,114558
521,1614,HGNC:12897,ZNF117,51351,ENSG00000152926,Q03924,NM_024498,ZNF117,119493
522,67153,HGNC:19664,GNG8,94235,ENSG00000167414,Q9UK08,NM_033258,GNG8,125148
523,34385,HGNC:29199,TMCC3,57458,ENSG00000057704,Q9ULS5,NM_020698,TMCC3,121528
524,67157,HGNC:12980,ZNF189,7743,ENSG00000136870,O75820,NM_003452,ZNF189,113528
525,67164,HGNC:8873,PFKFB2,5208,ENSG00000123836,O60825,NM_001018053,PFKFB2,111229
526,1629,HGNC:23092,SLC7A13,157724,ENSG00000164893,Q8TCU3,NM_138817,SLC7A13,127618
527,34396,HGNC:28819,SH2D5,400745,ENSG00000189410,Q6ZV89,NM_001103161,SH2D5,134738
528,1630,HGNC:30524,CCDC172,374355,ENSG00000182645,P0C7W6,NM_198515,CCDC172,131893
529,34406,HGNC:3531,F13A1,2162,ENSG00000124491,P00488,NM_000129,F13A1,108460
530,34409,HGNC:30923,WIPF2,147179,ENSG00000171475,Q8TF74,NM_133264,WIPF2,127043
531,1642,HGNC:18572,HSDL2,84263,ENSG00000119471,Q6YN16,NM_032303,HSDL2,123990
532,34414,HGNC:24246,RASGEF1A,221002,ENSG00000198915,Q8N9B8,NM_145313,RASGEF1A,128673
533,34417,HGNC:18253,PARL,55486,ENSG00000175193,Q9H300,NM_018622,PARL,120678
534,34420,HGNC:20354,ZC2HC1C,79696,ENSG00000119703,Q53FD0,NM_001042430,ZC2HC1C,122817
535,34422,HGNC:11821,TIMP2,7077,ENSG00000035862,P16035,NM_003255,TIMP2,112933
536,1658,HGNC:27506,KLHL23,151230,ENSG00000213160,,NM_144711,KLHL23,127354
537,1665,HGNC:20889,LRIG2,9860,ENSG00000198799,O94898,NM_014813,LRIG2,115194
